icd10parent,icd10parentdesc,icd10children1,icd10children1desc,icd10children2,icd10children2desc
V00-Y99,External causes of morbidity,V80-V89,Other land transport accidents,V81,Occupant of railway train or railway vehicle injured in transport accident
V00-Y99,External causes of morbidity,V80-V89,Other land transport accidents,V82,Occupant of powered streetcar injured in transport accident
V00-Y99,External causes of morbidity,V80-V89,Other land transport accidents,V83,Occupant of special vehicle mainly used on industrial premises injured in transport accident
V00-Y99,External causes of morbidity,V80-V89,Other land transport accidents,V84,Occupant of special vehicle mainly used in agriculture injured in transport accident
V00-Y99,External causes of morbidity,V80-V89,Other land transport accidents,V85,Occupant of special construction vehicle injured in transport accident
V00-Y99,External causes of morbidity,V80-V89,Other land transport accidents,V86,"Occupant of special all-terrain or other off-road motor vehicle, injured in transport accident"
V00-Y99,External causes of morbidity,V80-V89,Other land transport accidents,V87,Traffic accident of specified type but victim's mode of transport unknown
V00-Y99,External causes of morbidity,V80-V89,Other land transport accidents,V88,Nontraffic accident of specified type but victim's mode of transport unknown
V00-Y99,External causes of morbidity,V80-V89,Other land transport accidents,V89,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified"
V00-Y99,External causes of morbidity,V90-V94,Water transport accidents,V90,Drowning and submersion due to accident to watercraft
V00-Y99,External causes of morbidity,V90-V94,Water transport accidents,V91,Other injury due to accident to watercraft
V00-Y99,External causes of morbidity,V90-V94,Water transport accidents,V92,"Drowning and submersion due to accident on board watercraft, without accident to watercraft"
V00-Y99,External causes of morbidity,V90-V94,Water transport accidents,V93,"Other injury due to accident on board watercraft, without accident to watercraft"
V00-Y99,External causes of morbidity,V90-V94,Water transport accidents,V94,Other and unspecified water transport accidents
V00-Y99,External causes of morbidity,V95-V97,Air and space transport accidents,V95,Accident to powered aircraft causing injury to occupant
V00-Y99,External causes of morbidity,V95-V97,Air and space transport accidents,V96,Accident to nonpowered aircraft causing injury to occupant
V00-Y99,External causes of morbidity,V95-V97,Air and space transport accidents,V97,Other specified air transport accidents
V00-Y99,External causes of morbidity,V98-V99,Other and unspecified transport accidents,V98,Other specified transport accidents
V00-Y99,External causes of morbidity,V98-V99,Other and unspecified transport accidents,V99,Unspecified transport accident
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W00,Fall due to ice and snow
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W01,"Fall on same level from slipping, tripping and stumbling"
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W03,Other fall on same level due to collision with another person
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W04,Fall while being carried or supported by other persons
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W05,"Fall from non-moving wheelchair, nonmotorized scooter and motorized mobility scooter"
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W06,Fall from bed
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W07,Fall from chair
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W08,Fall from other furniture
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W09,Fall on and from playground equipment
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W10,Fall on and from stairs and steps
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W11,Fall on and from ladder
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W12,Fall on and from scaffolding
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W13,"Fall from, out of or through building or structure"
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W14,Fall from tree
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W15,Fall from cliff
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W16,"Fall, jump or diving into water"
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W17,Other fall from one level to another
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W18,"Other slipping, tripping and stumbling and falls"
V00-Y99,External causes of morbidity,W00-W19,"Slipping, tripping, stumbling and falls",W19,Unspecified fall
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W20,"Struck by thrown, projected or falling object"
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W21,Striking against or struck by sports equipment
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W22,Striking against or struck by other objects
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W23,"Caught, crushed, jammed or pinched in or between objects"
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W24,"Contact with lifting and transmission devices, not elsewhere classified"
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W25,Contact with sharp glass
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W26,Contact with other sharp objects
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W27,Contact with nonpowered hand tool
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W28,Contact with powered lawn mower
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W29,Contact with other powered hand tools and household machinery
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W30,Contact with agricultural machinery
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W31,Contact with other and unspecified machinery
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W32,Accidental handgun discharge and malfunction
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W33,"Accidental rifle, shotgun and larger firearm discharge and malfunction"
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W34,Accidental discharge and malfunction from other and unspecified firearms and guns
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W35,Explosion and rupture of boiler
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W36,Explosion and rupture of gas cylinder
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W37,"Explosion and rupture of pressurized tire, pipe or hose"
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W38,Explosion and rupture of other specified pressurized devices
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W39,Discharge of firework
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W40,Explosion of other materials
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W42,Exposure to noise
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W45,Foreign body or object entering through skin
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W46,Contact with hypodermic needle
V00-Y99,External causes of morbidity,W20-W49,Exposure to inanimate mechanical forces,W49,Exposure to other inanimate mechanical forces
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W50,"Accidental hit, strike, kick, twist, bite or scratch by another person"
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W51,Accidental striking against or bumped into by another person
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W52,"Crushed, pushed or stepped on by crowd or human stampede"
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W53,Contact with rodent
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W54,Contact with dog
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W55,Contact with other mammals
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W56,Contact with nonvenomous marine animal
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W58,Contact with crocodile or alligator
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W59,Contact with other nonvenomous reptiles
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W60,Contact with nonvenomous plant thorns and spines and sharp leaves
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W61,Contact with birds (domestic) (wild)
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W62,Contact with nonvenomous amphibians
V00-Y99,External causes of morbidity,W50-W64,Exposure to animate mechanical forces,W64,Exposure to other animate mechanical forces
V00-Y99,External causes of morbidity,W65-W74,Accidental non-transport drowning and submersion,W65,Accidental drowning and submersion while in bath-tub
V00-Y99,External causes of morbidity,W65-W74,Accidental non-transport drowning and submersion,W67,Accidental drowning and submersion while in swimming-pool
V00-Y99,External causes of morbidity,W65-W74,Accidental non-transport drowning and submersion,W69,Accidental drowning and submersion while in natural water
V00-Y99,External causes of morbidity,W65-W74,Accidental non-transport drowning and submersion,W73,Other specified cause of accidental non-transport drowning and submersion
V00-Y99,External causes of morbidity,W65-W74,Accidental non-transport drowning and submersion,W74,Unspecified cause of accidental drowning and submersion
V00-Y99,External causes of morbidity,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W85,Exposure to electric transmission lines
V00-Y99,External causes of morbidity,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W86,Exposure to other specified electric current
V00-Y99,External causes of morbidity,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W88,Exposure to ionizing radiation
V00-Y99,External causes of morbidity,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W89,Exposure to man-made visible and ultraviolet light
V00-Y99,External causes of morbidity,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W90,Exposure to other nonionizing radiation
V00-Y99,External causes of morbidity,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W92,Exposure to excessive heat of man-made origin
V00-Y99,External causes of morbidity,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W93,Exposure to excessive cold of man-made origin
V00-Y99,External causes of morbidity,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W94,Exposure to high and low air pressure and changes in air pressure
V00-Y99,External causes of morbidity,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",W99,Exposure to other man-made environmental factors
V00-Y99,External causes of morbidity,X00-X08,"Exposure to smoke, fire and flames",X00,Exposure to uncontrolled fire in building or structure
V00-Y99,External causes of morbidity,X00-X08,"Exposure to smoke, fire and flames",X01,"Exposure to uncontrolled fire, not in building or structure"
V00-Y99,External causes of morbidity,X00-X08,"Exposure to smoke, fire and flames",X02,Exposure to controlled fire in building or structure
V00-Y99,External causes of morbidity,X00-X08,"Exposure to smoke, fire and flames",X03,"Exposure to controlled fire, not in building or structure"
V00-Y99,External causes of morbidity,X00-X08,"Exposure to smoke, fire and flames",X04,Exposure to ignition of highly flammable material
V00-Y99,External causes of morbidity,X00-X08,"Exposure to smoke, fire and flames",X05,Exposure to ignition or melting of nightwear
V00-Y99,External causes of morbidity,X00-X08,"Exposure to smoke, fire and flames",X06,Exposure to ignition or melting of other clothing and apparel
V00-Y99,External causes of morbidity,X00-X08,"Exposure to smoke, fire and flames",X08,"Exposure to other specified smoke, fire and flames"
V00-Y99,External causes of morbidity,X10-X19,Contact with heat and hot substances,X10,"Contact with hot drinks, food, fats and cooking oils"
V00-Y99,External causes of morbidity,X10-X19,Contact with heat and hot substances,X11,Contact with hot tap-water
V00-Y99,External causes of morbidity,X10-X19,Contact with heat and hot substances,X12,Contact with other hot fluids
V00-Y99,External causes of morbidity,X10-X19,Contact with heat and hot substances,X13,Contact with steam and other hot vapors
V00-Y99,External causes of morbidity,X10-X19,Contact with heat and hot substances,X14,Contact with hot air and other hot gases
V00-Y99,External causes of morbidity,X10-X19,Contact with heat and hot substances,X15,Contact with hot household appliances
V00-Y99,External causes of morbidity,X10-X19,Contact with heat and hot substances,X16,"Contact with hot heating appliances, radiators and pipes"
V00-Y99,External causes of morbidity,X10-X19,Contact with heat and hot substances,X17,"Contact with hot engines, machinery and tools"
V00-Y99,External causes of morbidity,X10-X19,Contact with heat and hot substances,X18,Contact with other hot metals
V00-Y99,External causes of morbidity,X10-X19,Contact with heat and hot substances,X19,Contact with other heat and hot substances
V00-Y99,External causes of morbidity,X30-X39,Exposure to forces of nature,X30,Exposure to excessive natural heat
V00-Y99,External causes of morbidity,X30-X39,Exposure to forces of nature,X31,Exposure to excessive natural cold
V00-Y99,External causes of morbidity,X30-X39,Exposure to forces of nature,X32,Exposure to sunlight
V00-Y99,External causes of morbidity,X30-X39,Exposure to forces of nature,X34,Earthquake
V00-Y99,External causes of morbidity,X30-X39,Exposure to forces of nature,X35,Volcanic eruption
V00-Y99,External causes of morbidity,X30-X39,Exposure to forces of nature,X36,"Avalanche, landslide and other earth movements"
V00-Y99,External causes of morbidity,X30-X39,Exposure to forces of nature,X37,Cataclysmic storm
V00-Y99,External causes of morbidity,X30-X39,Exposure to forces of nature,X38,Flood
V00-Y99,External causes of morbidity,X30-X39,Exposure to forces of nature,X39,Exposure to other forces of nature
V00-Y99,External causes of morbidity,X50-X50,Overexertion and strenuous or repetitive movements,X50,Overexertion and strenuous or repetitive movements
V00-Y99,External causes of morbidity,X52-X58,Accidental exposure to other specified factors,X52,Prolonged stay in weightless environment
V00-Y99,External causes of morbidity,X52-X58,Accidental exposure to other specified factors,X58,Exposure to other specified factors
V00-Y99,External causes of morbidity,X71-X83,Intentional self-harm,X71,Intentional self-harm by drowning and submersion
V00-Y99,External causes of morbidity,X71-X83,Intentional self-harm,X72,Intentional self-harm by handgun discharge
V00-Y99,External causes of morbidity,X71-X83,Intentional self-harm,X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge"
V00-Y99,External causes of morbidity,X71-X83,Intentional self-harm,X74,Intentional self-harm by other and unspecified firearm and gun discharge
V00-Y99,External causes of morbidity,X71-X83,Intentional self-harm,X75,Intentional self-harm by explosive material
V00-Y99,External causes of morbidity,X71-X83,Intentional self-harm,X76,"Intentional self-harm by smoke, fire and flames"
V00-Y99,External causes of morbidity,X71-X83,Intentional self-harm,X77,"Intentional self-harm by steam, hot vapors and hot objects"
V00-Y99,External causes of morbidity,X71-X83,Intentional self-harm,X78,Intentional self-harm by sharp object
V00-Y99,External causes of morbidity,X71-X83,Intentional self-harm,X79,Intentional self-harm by blunt object
V00-Y99,External causes of morbidity,X71-X83,Intentional self-harm,X80,Intentional self-harm by jumping from a high place
V00-Y99,External causes of morbidity,X71-X83,Intentional self-harm,X81,Intentional self-harm by jumping or lying in front of moving object
V00-Y99,External causes of morbidity,X71-X83,Intentional self-harm,X82,Intentional self-harm by crashing of motor vehicle
V00-Y99,External causes of morbidity,X71-X83,Intentional self-harm,X83,Intentional self-harm by other specified means
V00-Y99,External causes of morbidity,X92-Y09,Assault,X92,Assault by drowning and submersion
V00-Y99,External causes of morbidity,X92-Y09,Assault,X93,Assault by handgun discharge
V00-Y99,External causes of morbidity,X92-Y09,Assault,X94,"Assault by rifle, shotgun and larger firearm discharge"
V00-Y99,External causes of morbidity,X92-Y09,Assault,X95,Assault by other and unspecified firearm and gun discharge
V00-Y99,External causes of morbidity,X92-Y09,Assault,X96,Assault by explosive material
V00-Y99,External causes of morbidity,X92-Y09,Assault,X97,"Assault by smoke, fire and flames"
V00-Y99,External causes of morbidity,X92-Y09,Assault,X98,"Assault by steam, hot vapors and hot objects"
V00-Y99,External causes of morbidity,X92-Y09,Assault,X99,Assault by sharp object
V00-Y99,External causes of morbidity,X92-Y09,Assault,Y00,Assault by blunt object
V00-Y99,External causes of morbidity,X92-Y09,Assault,Y01,Assault by pushing from high place
V00-Y99,External causes of morbidity,X92-Y09,Assault,Y02,Assault by pushing or placing victim in front of moving object
V00-Y99,External causes of morbidity,X92-Y09,Assault,Y03,Assault by crashing of motor vehicle
V00-Y99,External causes of morbidity,X92-Y09,Assault,Y04,Assault by bodily force
V00-Y99,External causes of morbidity,X92-Y09,Assault,Y07,"Perpetrator of assault, maltreatment and neglect"
V00-Y99,External causes of morbidity,X92-Y09,Assault,Y08,Assault by other specified means
V00-Y99,External causes of morbidity,X92-Y09,Assault,Y09,Assault by unspecified means
V00-Y99,External causes of morbidity,Y21-Y33,Event of undetermined intent,Y21,"Drowning and submersion, undetermined intent"
V00-Y99,External causes of morbidity,Y21-Y33,Event of undetermined intent,Y22,"Handgun discharge, undetermined intent"
V00-Y99,External causes of morbidity,Y21-Y33,Event of undetermined intent,Y23,"Rifle, shotgun and larger firearm discharge, undetermined intent"
V00-Y99,External causes of morbidity,Y21-Y33,Event of undetermined intent,Y24,"Other and unspecified firearm discharge, undetermined intent"
V00-Y99,External causes of morbidity,Y21-Y33,Event of undetermined intent,Y25,"Contact with explosive material, undetermined intent"
V00-Y99,External causes of morbidity,Y21-Y33,Event of undetermined intent,Y26,"Exposure to smoke, fire and flames, undetermined intent"
V00-Y99,External causes of morbidity,Y21-Y33,Event of undetermined intent,Y27,"Contact with steam, hot vapors and hot objects, undetermined intent"
V00-Y99,External causes of morbidity,Y21-Y33,Event of undetermined intent,Y28,"Contact with sharp object, undetermined intent"
V00-Y99,External causes of morbidity,Y21-Y33,Event of undetermined intent,Y29,"Contact with blunt object, undetermined intent"
V00-Y99,External causes of morbidity,Y21-Y33,Event of undetermined intent,Y30,"Falling, jumping or pushed from a high place, undetermined intent"
V00-Y99,External causes of morbidity,Y21-Y33,Event of undetermined intent,Y31,"Falling, lying or running before or into moving object, undetermined intent"
V00-Y99,External causes of morbidity,Y21-Y33,Event of undetermined intent,Y32,"Crashing of motor vehicle, undetermined intent"
V00-Y99,External causes of morbidity,Y21-Y33,Event of undetermined intent,Y33,"Other specified events, undetermined intent"
V00-Y99,External causes of morbidity,Y35-Y38,"Legal intervention, operations of war, military operations, and terrorism",Y35,Legal intervention
V00-Y99,External causes of morbidity,Y35-Y38,"Legal intervention, operations of war, military operations, and terrorism",Y36,Operations of war
V00-Y99,External causes of morbidity,Y35-Y38,"Legal intervention, operations of war, military operations, and terrorism",Y37,Military operations
V00-Y99,External causes of morbidity,Y35-Y38,"Legal intervention, operations of war, military operations, and terrorism",Y38,Terrorism
V00-Y99,External causes of morbidity,Y62-Y69,Misadventures to patients during surgical and medical care,Y62,Failure of sterile precautions during surgical and medical care
V00-Y99,External causes of morbidity,Y62-Y69,Misadventures to patients during surgical and medical care,Y63,Failure in dosage during surgical and medical care
V00-Y99,External causes of morbidity,Y62-Y69,Misadventures to patients during surgical and medical care,Y64,Contaminated medical or biological substances
V00-Y99,External causes of morbidity,Y62-Y69,Misadventures to patients during surgical and medical care,Y65,Other misadventures during surgical and medical care
V00-Y99,External causes of morbidity,Y62-Y69,Misadventures to patients during surgical and medical care,Y66,Nonadministration of surgical and medical care
V00-Y99,External causes of morbidity,Y62-Y69,Misadventures to patients during surgical and medical care,Y69,Unspecified misadventure during surgical and medical care
V00-Y99,External causes of morbidity,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y70,Anesthesiology devices associated with adverse incidents
V00-Y99,External causes of morbidity,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y71,Cardiovascular devices associated with adverse incidents
V00-Y99,External causes of morbidity,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y72,Otorhinolaryngological devices associated with adverse incidents
V00-Y99,External causes of morbidity,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y73,Gastroenterology and urology devices associated with adverse incidents
V00-Y99,External causes of morbidity,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y74,General hospital and personal-use devices associated with adverse incidents
V00-Y99,External causes of morbidity,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y75,Neurological devices associated with adverse incidents
V00-Y99,External causes of morbidity,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y76,Obstetric and gynecological devices associated with adverse incidents
V00-Y99,External causes of morbidity,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y77,Ophthalmic devices associated with adverse incidents
V00-Y99,External causes of morbidity,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y78,Radiological devices associated with adverse incidents
V00-Y99,External causes of morbidity,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y79,Orthopedic devices associated with adverse incidents
V00-Y99,External causes of morbidity,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y80,Physical medicine devices associated with adverse incidents
V00-Y99,External causes of morbidity,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y81,General- and plastic-surgery devices associated with adverse incidents
V00-Y99,External causes of morbidity,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y82,Other and unspecified medical devices associated with adverse incidents
V00-Y99,External causes of morbidity,Y83-Y84,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Y83,"Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
V00-Y99,External causes of morbidity,Y83-Y84,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
V00-Y99,External causes of morbidity,Y90-Y99,Supplementary factors related to causes of morbidity classified elsewhere,Y90,Evidence of alcohol involvement determined by blood alcohol level
V00-Y99,External causes of morbidity,Y90-Y99,Supplementary factors related to causes of morbidity classified elsewhere,Y92,Place of occurrence of the external cause
V00-Y99,External causes of morbidity,Y90-Y99,Supplementary factors related to causes of morbidity classified elsewhere,Y93,Activity codes
V00-Y99,External causes of morbidity,Y90-Y99,Supplementary factors related to causes of morbidity classified elsewhere,Y95,Nosocomial condition
V00-Y99,External causes of morbidity,Y90-Y99,Supplementary factors related to causes of morbidity classified elsewhere,Y99,External cause status
Z00-Z99,Factors influencing health status and contact with health services,Z00-Z13,Persons encountering health services for examinations,Z00,"Encounter for general examination without complaint, suspected or reported diagnosis"
Z00-Z99,Factors influencing health status and contact with health services,Z00-Z13,Persons encountering health services for examinations,Z01,"Encounter for other special examination without complaint, suspected or reported diagnosis"
Z00-Z99,Factors influencing health status and contact with health services,Z00-Z13,Persons encountering health services for examinations,Z02,Encounter for administrative examination
Z00-Z99,Factors influencing health status and contact with health services,Z00-Z13,Persons encountering health services for examinations,Z03,Encounter for medical observation for suspected diseases and conditions ruled out
Z00-Z99,Factors influencing health status and contact with health services,Z00-Z13,Persons encountering health services for examinations,Z04,Encounter for examination and observation for other reasons
Z00-Z99,Factors influencing health status and contact with health services,Z00-Z13,Persons encountering health services for examinations,Z05,Encounter for observation and evaluation of newborn for suspected diseases and conditions ruled out
Z00-Z99,Factors influencing health status and contact with health services,Z00-Z13,Persons encountering health services for examinations,Z08,Encounter for follow-up examination after completed treatment for malignant neoplasm
Z00-Z99,Factors influencing health status and contact with health services,Z00-Z13,Persons encountering health services for examinations,Z09,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm
Z00-Z99,Factors influencing health status and contact with health services,Z00-Z13,Persons encountering health services for examinations,Z11,Encounter for screening for infectious and parasitic diseases
Z00-Z99,Factors influencing health status and contact with health services,Z00-Z13,Persons encountering health services for examinations,Z12,Encounter for screening for malignant neoplasms
Z00-Z99,Factors influencing health status and contact with health services,Z00-Z13,Persons encountering health services for examinations,Z13,Encounter for screening for other diseases and disorders
Z00-Z99,Factors influencing health status and contact with health services,Z14-Z15,Genetic carrier and genetic susceptibility to disease,Z14,Genetic carrier
Z00-Z99,Factors influencing health status and contact with health services,Z14-Z15,Genetic carrier and genetic susceptibility to disease,Z15,Genetic susceptibility to disease
Z00-Z99,Factors influencing health status and contact with health services,Z16-Z16,Resistance to antimicrobial drugs,Z16,Resistance to antimicrobial drugs
Z00-Z99,Factors influencing health status and contact with health services,Z17-Z17,Estrogen receptor status,Z17,Estrogen receptor status
Z00-Z99,Factors influencing health status and contact with health services,Z18-Z18,Retained foreign body fragments,Z18,Retained foreign body fragments
Z00-Z99,Factors influencing health status and contact with health services,Z19-Z19,Hormone sensitivity malignancy status,Z19,Hormone sensitivity malignancy status
Z00-Z99,Factors influencing health status and contact with health services,Z20-Z29,Persons with potential health hazards related to communicable diseases,Z20,Contact with and (suspected) exposure to communicable diseases
Z00-Z99,Factors influencing health status and contact with health services,Z20-Z29,Persons with potential health hazards related to communicable diseases,Z21,Asymptomatic human immunodeficiency virus [HIV] infection status
Z00-Z99,Factors influencing health status and contact with health services,Z20-Z29,Persons with potential health hazards related to communicable diseases,Z22,Carrier of infectious disease
Z00-Z99,Factors influencing health status and contact with health services,Z20-Z29,Persons with potential health hazards related to communicable diseases,Z23,Encounter for immunization
Z00-Z99,Factors influencing health status and contact with health services,Z20-Z29,Persons with potential health hazards related to communicable diseases,Z28,Immunization not carried out and underimmunization status
Z00-Z99,Factors influencing health status and contact with health services,Z20-Z29,Persons with potential health hazards related to communicable diseases,Z29,Encounter for other prophylactic measures
Z00-Z99,Factors influencing health status and contact with health services,Z30-Z39,Persons encountering health services in circumstances related to reproduction,Z30,Encounter for contraceptive management
Z00-Z99,Factors influencing health status and contact with health services,Z30-Z39,Persons encountering health services in circumstances related to reproduction,Z31,Encounter for procreative management
Z00-Z99,Factors influencing health status and contact with health services,Z30-Z39,Persons encountering health services in circumstances related to reproduction,Z32,Encounter for pregnancy test and childbirth and childcare instruction
Z00-Z99,Factors influencing health status and contact with health services,Z30-Z39,Persons encountering health services in circumstances related to reproduction,Z33,Pregnant state
Z00-Z99,Factors influencing health status and contact with health services,Z30-Z39,Persons encountering health services in circumstances related to reproduction,Z34,Encounter for supervision of normal pregnancy
Z00-Z99,Factors influencing health status and contact with health services,Z30-Z39,Persons encountering health services in circumstances related to reproduction,Z36,Encounter for antenatal screening of mother
Z00-Z99,Factors influencing health status and contact with health services,Z30-Z39,Persons encountering health services in circumstances related to reproduction,Z37,Outcome of delivery
Z00-Z99,Factors influencing health status and contact with health services,Z30-Z39,Persons encountering health services in circumstances related to reproduction,Z38,Liveborn infants according to place of birth and type of delivery
Z00-Z99,Factors influencing health status and contact with health services,Z30-Z39,Persons encountering health services in circumstances related to reproduction,Z39,Encounter for maternal postpartum care and examination
Z00-Z99,Factors influencing health status and contact with health services,Z30-Z39,Persons encountering health services in circumstances related to reproduction,Z3A,Weeks of gestation
Z00-Z99,Factors influencing health status and contact with health services,Z40-Z53,Encounters for other specific health care,Z40,Encounter for prophylactic surgery
Z00-Z99,Factors influencing health status and contact with health services,Z40-Z53,Encounters for other specific health care,Z41,Encounter for procedures for purposes other than remedying health state
Z00-Z99,Factors influencing health status and contact with health services,Z40-Z53,Encounters for other specific health care,Z42,Encounter for plastic and reconstructive surgery following medical procedure or healed injury
Z00-Z99,Factors influencing health status and contact with health services,Z40-Z53,Encounters for other specific health care,Z43,Encounter for attention to artificial openings
Z00-Z99,Factors influencing health status and contact with health services,Z40-Z53,Encounters for other specific health care,Z44,Encounter for fitting and adjustment of external prosthetic device
Z00-Z99,Factors influencing health status and contact with health services,Z40-Z53,Encounters for other specific health care,Z45,Encounter for adjustment and management of implanted device
Z00-Z99,Factors influencing health status and contact with health services,Z40-Z53,Encounters for other specific health care,Z46,Encounter for fitting and adjustment of other devices
Z00-Z99,Factors influencing health status and contact with health services,Z40-Z53,Encounters for other specific health care,Z47,Orthopedic aftercare
